City,total_hospitals,total_beds,average_beds,bed_to_hospital_ratio
Electra,1,30,30.0,30.0
Elgin,3,430,143.33333333333334,143.33333333333334
Elizabeth,1,200,200.0,200.0
Elizabeth City,1,200,200.0,200.0
Elizabethton,1,200,200.0,200.0
Elizabethtown,3,260,86.66666666666667,86.66666666666667
Elk City,1,200,200.0,200.0
Elk Grove Village,1,200,200.0,200.0
Elkader,1,30,30.0,30.0
Elkhart,2,400,200.0,200.0
Elkhorn,1,200,200.0,200.0
Elkin,1,200,200.0,200.0
Elkins,1,200,200.0,200.0
Elko,1,200,200.0,200.0
Elkton,1,200,200.0,200.0
Ellensburg,1,30,30.0,30.0
Ellenville,1,30,30.0,30.0
Ellinwood,1,30,30.0,30.0
Ellsworth,2,230,115.0,115.0
Ellwood City,1,200,200.0,200.0
Elma,1,30,30.0,30.0
Elmer,1,200,200.0,200.0
Elmhurst,2,400,200.0,200.0
Elmira,2,400,200.0,200.0
Elwood,1,30,30.0,30.0
Ely,2,60,30.0,30.0
Elyria,1,200,200.0,200.0
Emmetsburg,1,30,30.0,30.0
Emmett,1,30,30.0,30.0
Emporia,2,230,115.0,115.0
Encinitas,1,200,200.0,200.0
Encino,1,200,200.0,200.0
Englewood,3,600,200.0,200.0
Enid,2,400,200.0,200.0
Ennis,2,230,115.0,115.0
Enterprise,2,230,115.0,115.0
Enumclaw,1,30,30.0,30.0
Ephrata,2,230,115.0,115.0
Erie,3,600,200.0,200.0
Erin,1,200,200.0,200.0
Erwin,1,200,200.0,200.0
Escanaba,1,30,30.0,30.0
Escondido,1,200,200.0,200.0
Espanola,1,200,200.0,200.0
Estes Park,1,30,30.0,30.0
Estherville,1,30,30.0,30.0
Euclid,1,200,200.0,200.0
Eufaula,1,200,200.0,200.0
Eugene,1,200,200.0,200.0
Eupora,1,200,200.0,200.0
Eureka,4,290,72.5,72.5
Eureka Springs,1,30,30.0,30.0
Eutaw,1,200,200.0,200.0
Evanston,3,600,200.0,200.0
Evansville,2,400,200.0,200.0
Everett,2,400,200.0,200.0
Evergreen,1,200,200.0,200.0
Evergreen Park,1,200,200.0,200.0
Excelsior Springs,1,30,30.0,30.0
Exeter,1,200,200.0,200.0
Fairbanks,1,200,200.0,200.0
Fairbury,1,30,30.0,30.0
Fairfax,4,290,72.5,72.5
Fairfield,5,660,132.0,132.0
Fairhope,1,200,200.0,200.0
Fairmont,2,400,200.0,200.0
Fairview,1,30,30.0,30.0
Fajardo,2,400,200.0,200.0
Fall River,2,400,200.0,200.0
Fall River Mills,1,30,30.0,30.0
Fallon,1,30,30.0,30.0
Falls Church,1,200,200.0,200.0
Falls City,1,30,30.0,30.0
Falmouth,1,200,200.0,200.0
Far Rockaway,1,200,200.0,200.0
Fargo,2,400,200.0,200.0
Faribault,1,200,200.0,200.0
Farmerville,1,30,30.0,30.0
Farmington,4,800,200.0,200.0
Farmington Hills,1,200,200.0,200.0
Farmville,1,200,200.0,200.0
Faulkton,1,30,30.0,30.0
Fayette,2,400,200.0,200.0
Fayetteville,5,1000,200.0,200.0
Federal Way,1,200,200.0,200.0
Fenton,1,200,200.0,200.0
Fergus Falls,1,200,200.0,200.0
Fernandez Juncos,2,400,200.0,200.0
Fernandina Beach,1,200,200.0,200.0
Ferriday,1,30,30.0,30.0
Fillmore,1,30,30.0,30.0
Findlay,1,200,200.0,200.0
Fishers,1,200,200.0,200.0
Fishersville,1,200,200.0,200.0
Fitzgerald,1,200,200.0,200.0
Flagstaff,1,200,200.0,200.0
Flandreau,1,30,30.0,30.0
Flemingsburg,1,200,200.0,200.0
Flemington,1,200,200.0,200.0
Flint,2,400,200.0,200.0
Flora,1,30,30.0,30.0
Florence,6,1030,171.66666666666666,171.66666666666666
Floresville,1,200,200.0,200.0
Flower Mound,1,200,200.0,200.0
Flowood,2,400,200.0,200.0
Flushing,2,400,200.0,200.0
Foley,1,200,200.0,200.0
Folsom,1,200,200.0,200.0
Fond Du Lac,1,200,200.0,200.0
Fontana,1,200,200.0,200.0
Fordyce,1,30,30.0,30.0
Forest,1,30,30.0,30.0
Forks,1,30,30.0,30.0
Forrest City,1,200,200.0,200.0
Forsyth,2,60,30.0,30.0
Fort Atkinson,1,200,200.0,200.0
Fort Benton,1,30,30.0,30.0
Fort Bragg,1,30,30.0,30.0
Fort Collins,2,400,200.0,200.0
Fort Defiance,1,200,200.0,200.0
Fort Dodge,1,200,200.0,200.0
Fort Kent,1,200,200.0,200.0
Fort Lauderdale,3,600,200.0,200.0
Fort Madison,1,200,200.0,200.0
Fort Mohave,1,200,200.0,200.0
Fort Morgan,1,200,200.0,200.0
Fort Myers,2,400,200.0,200.0
Fort Oglethorp,1,200,200.0,200.0
Fort Payne,1,200,200.0,200.0
Fort Pierce,1,200,200.0,200.0
Fort Scott,1,200,200.0,200.0
Fort Smith,2,400,200.0,200.0
Fort Stockton,1,200,200.0,200.0
Fort Thomas,1,200,200.0,200.0
Fort Walton Beach,1,200,200.0,200.0
Fort Washington,1,200,200.0,200.0
Fort Wayne,6,1200,200.0,200.0
Fort Worth,11,2100,190.9090909090909,190.9090909090909
Fort Yates,1,200,200.0,200.0
Fortuna,1,30,30.0,30.0
Fosston,1,30,30.0,30.0
Fostoria,1,30,30.0,30.0
Fountain Valley,2,400,200.0,200.0
Framingham,1,200,200.0,200.0
Frankfort,3,260,86.66666666666667,86.66666666666667
Franklin,11,1350,122.72727272727273,122.72727272727273
Franklinton,1,30,30.0,30.0
Frederick,1,200,200.0,200.0
Fredericksburg,3,600,200.0,200.0
Fredericktown,1,30,30.0,30.0
Fredonia,1,30,30.0,30.0
Freehold,1,200,200.0,200.0
Freeman,1,30,30.0,30.0
Freeport,1,200,200.0,200.0
Fremont,5,830,166.0,166.0
French Camp,1,200,200.0,200.0
Fresno,4,800,200.0,200.0
Friday Harbor,1,30,30.0,30.0
Fridley,1,200,200.0,200.0
Friend,1,30,30.0,30.0
Friendship,1,30,30.0,30.0
Friona,1,30,30.0,30.0
Frisco,3,600,200.0,200.0
Front Royal,1,200,200.0,200.0
Fruita,1,30,30.0,30.0
Fullerton,1,200,200.0,200.0
Fulton,1,200,200.0,200.0
Gadsden,2,400,200.0,200.0
Gaffney,1,200,200.0,200.0
Gainesville,4,800,200.0,200.0
Galax,1,200,200.0,200.0
Galena,2,230,115.0,115.0
Galesburg,2,400,200.0,200.0
Galion,1,30,30.0,30.0
Gallatin,1,200,200.0,200.0
Gallipolis,1,200,200.0,200.0
Gallup,2,400,200.0,200.0
Galveston,2,300,150.0,150.0
Ganado,1,30,30.0,30.0
Garapan,1,200,200.0,200.0
Garberville,1,30,30.0,30.0
Garden City,2,400,200.0,200.0
Garden Grove,1,200,200.0,200.0
Gardena,1,200,200.0,200.0
Gardner,1,200,200.0,200.0
Gardnerville,1,30,30.0,30.0
Garfield Heights,1,200,200.0,200.0
Garland,1,200,200.0,200.0
Garnett,1,30,30.0,30.0
Garrison,1,30,30.0,30.0
Gary,1,200,200.0,200.0
Gassaway,1,30,30.0,30.0
Gastonia,1,200,200.0,200.0
Gatesville,1,30,30.0,30.0
Gaylord,1,200,200.0,200.0
Geneseo,1,30,30.0,30.0
Geneva,5,660,132.0,132.0
Genoa,1,30,30.0,30.0
Georgetown,2,400,200.0,200.0
Georgiana,1,200,200.0,200.0
Germantown,1,200,200.0,200.0
Gettysburg,2,230,115.0,115.0
Gibson City,1,30,30.0,30.0
Gig Harbor,1,200,200.0,200.0
Gilbert,3,600,200.0,200.0
Gillette,1,200,200.0,200.0
Gilroy,1,200,200.0,200.0
Girard,1,30,30.0,30.0
Gladwin,1,30,30.0,30.0
Glasgow,2,230,115.0,115.0
Glen Burnie,1,200,200.0,200.0
Glen Cove,1,200,200.0,200.0
Glen Dale,1,200,200.0,200.0
Glen Rose,1,200,200.0,200.0
Glencoe,1,30,30.0,30.0
Glendale,6,1200,200.0,200.0
Glendale Heights,1,200,200.0,200.0
Glendive,1,30,30.0,30.0
Glendora,2,400,200.0,200.0
Glens Falls,1,200,200.0,200.0
Glenwood,1,30,30.0,30.0
Glenwood Springs,1,200,200.0,200.0
Globe,1,30,30.0,30.0
Gloucester,1,200,200.0,200.0
Gloversville,1,200,200.0,200.0
Gold Beach,1,30,30.0,30.0
Goldendale,1,30,30.0,30.0
Goldsboro,1,200,200.0,200.0
Gonzales,2,400,200.0,200.0
Gooding,1,30,30.0,30.0
Goodland,1,30,30.0,30.0
Goodyear,1,200,200.0,200.0
Gordon,1,30,30.0,30.0
Goshen,1,200,200.0,200.0
Gothenburg,1,30,30.0,30.0
Gouverneur,1,30,30.0,30.0
Graceville,2,60,30.0,30.0
Grafton,3,260,86.66666666666667,86.66666666666667
Graham,1,200,200.0,200.0
Granbury,1,200,200.0,200.0
Grand Blanc,1,200,200.0,200.0
Grand Coulee,1,30,30.0,30.0
Grand Forks,1,200,200.0,200.0
Grand Haven,1,200,200.0,200.0
Grand Island,1,200,200.0,200.0
Grand Junction,2,400,200.0,200.0
Grand Marais,1,30,30.0,30.0
Grand Prairie,1,200,200.0,200.0
Grand Rapids,3,600,200.0,200.0
Grand Saline,1,200,200.0,200.0
Grangeville,1,30,30.0,30.0
Granite City,1,200,200.0,200.0
Granite Falls,1,30,30.0,30.0
Grant,1,30,30.0,30.0
Grants,1,30,30.0,30.0
Grants Pass,1,200,200.0,200.0
Grantsburg,1,30,30.0,30.0
Grantsville,1,30,30.0,30.0
Grapevine,1,200,200.0,200.0
Grass Valley,1,200,200.0,200.0
Gravette,1,30,30.0,30.0
Grayling,1,200,200.0,200.0
Great Barrington,1,30,30.0,30.0
Great Bend,1,200,200.0,200.0
Great Falls,2,400,200.0,200.0
Greeley,1,200,200.0,200.0
Green Bay,4,800,200.0,200.0
Green Valley,1,200,200.0,200.0
Greenbrae,1,200,200.0,200.0
Greencastle,1,30,30.0,30.0
Greeneville,2,400,200.0,200.0
Greenfield,4,460,115.0,115.0
Greenport,1,200,200.0,200.0
Greensboro,3,430,143.33333333333334,143.33333333333334
Greensburg,5,320,64.0,64.0
Greenville,14,2530,180.71428571428572,180.71428571428572
Greenwich,1,200,200.0,200.0
Greenwood,2,400,200.0,200.0
Greer,2,400,200.0,200.0
Gregory,1,30,30.0,30.0
Grenada,1,200,200.0,200.0
Gresham,1,200,200.0,200.0
Gridley,1,30,30.0,30.0
Griffin,1,200,200.0,200.0
Grinnell,1,200,200.0,200.0
Groesbeck,1,30,30.0,30.0
Grosse Pointe,1,200,200.0,200.0
Grove,1,200,200.0,200.0
Grove City,1,200,200.0,200.0
Grove Hill,1,200,200.0,200.0
Grundy,1,200,200.0,200.0
Grundy Center,1,30,30.0,30.0
Guayama,2,400,200.0,200.0
Gulf Breeze,1,200,200.0,200.0
Gulfport,2,400,200.0,200.0
Gunnison,2,60,30.0,30.0
Guthrie,1,30,30.0,30.0
Guthrie Center,1,30,30.0,30.0
Guttenberg,1,30,30.0,30.0
Guymon,1,200,200.0,200.0
Hackensack,1,200,200.0,200.0
Hackettstown,1,200,200.0,200.0
Hagerstown,1,200,200.0,200.0
Haleyville,1,200,200.0,200.0
Hallettsville,1,30,30.0,30.0
Hallock,1,30,30.0,30.0
Hamburg,1,30,30.0,30.0
Hamilton,6,860,143.33333333333334,143.33333333333334
Hamlet,1,200,200.0,200.0
Hamlin,1,200,200.0,200.0
Hammond,3,600,200.0,200.0
Hampton,2,230,115.0,115.0
Hancock,1,200,200.0,200.0
Hanford,1,200,200.0,200.0
Hannibal,1,200,200.0,200.0
Hanover,2,230,115.0,115.0
Harbor Beach,1,30,30.0,30.0
Harbor City,1,200,200.0,200.0
Hardeeville,1,200,200.0,200.0
Hardin,1,30,30.0,30.0
Hardinsburg,1,30,30.0,30.0
Harker Heights,1,200,200.0,200.0
Harlan,2,230,115.0,115.0
Harlem,1,30,30.0,30.0
Harlingen,2,400,200.0,200.0
Harlowton,1,30,30.0,30.0
Harper,1,30,30.0,30.0
Harriman,1,200,200.0,200.0
Harris,1,200,200.0,200.0
Harrisburg,2,400,200.0,200.0
Harrison,1,200,200.0,200.0
Harrisonburg,1,200,200.0,200.0
Harrisonville,1,30,30.0,30.0
Harrodsburg,1,30,30.0,30.0
Hartford,5,730,146.0,146.0
Hartford City,1,30,30.0,30.0
Hartsville,2,230,115.0,115.0
Harvard,1,30,30.0,30.0
Harvey,2,230,115.0,115.0
Haskell,1,30,30.0,30.0
Hastings,4,800,200.0,200.0
Hato Rey,2,400,200.0,200.0
Hattiesburg,2,400,200.0,200.0
Havana,1,30,30.0,30.0
Havre,1,200,200.0,200.0
Havre De Grace,1,200,200.0,200.0
Hawaiian Gardens,1,200,200.0,200.0
Hawarden,1,30,30.0,30.0
Hawkinsville,1,200,200.0,200.0
Hawthorne,1,30,30.0,30.0
Haxtun,1,30,30.0,30.0
Haymarket,1,200,200.0,200.0
Hays,1,200,200.0,200.0
Hayti,1,200,200.0,200.0
Hayward,2,230,115.0,115.0
Hazard,1,200,200.0,200.0
Hazel Crest,1,200,200.0,200.0
Hazen,1,30,30.0,30.0
Hazlehurst,2,60,30.0,30.0
Hazleton,1,200,200.0,200.0
Healdsburg,1,30,30.0,30.0
Healdton,1,30,30.0,30.0
Heber City,1,30,30.0,30.0
Heber Springs,1,30,30.0,30.0
Hebron,1,30,30.0,30.0
Helena,2,400,200.0,200.0
Hemet,1,200,200.0,200.0
Hemphill,1,30,30.0,30.0
Henderson,7,1230,175.71428571428572,175.71428571428572
Hendersonville,3,600,200.0,200.0
Hendricks,1,30,30.0,30.0
Henrietta,1,30,30.0,30.0
Henryetta,1,200,200.0,200.0
Heppner,1,30,30.0,30.0
Hereford,1,200,200.0,200.0
Herington,1,30,30.0,30.0
Hermann,1,30,30.0,30.0
Hermiston,1,30,30.0,30.0
Hermitage,1,200,200.0,200.0
Herrin,1,200,200.0,200.0
Hershey,1,200,200.0,200.0
Hettinger,1,30,30.0,30.0
Hialeah,3,600,200.0,200.0
Hiawassee,1,30,30.0,30.0
Hiawatha,1,30,30.0,30.0
Hibbing,1,200,200.0,200.0
Hickory,2,400,200.0,200.0
Hicksville,1,30,30.0,30.0
High Point,1,200,200.0,200.0
Highland,1,30,30.0,30.0
Highlands,1,30,30.0,30.0
Hill City,1,30,30.0,30.0
Hillsboro,8,750,93.75,93.75
Hillsdale,1,200,200.0,200.0
Hilo,1,200,200.0,200.0
Hilton Head Island,1,200,200.0,200.0
Hinesville,1,30,30.0,30.0
Hinsdale,1,200,200.0,200.0
Hinton,1,30,30.0,30.0
Hiram,1,200,200.0,200.0
Hobart,2,400,200.0,200.0
Hobbs,1,200,200.0,200.0
Hoboken,1,200,200.0,200.0
Hoffman Estates,1,200,200.0,200.0
Hoisington,1,30,30.0,30.0
Holdenville,1,30,30.0,30.0
Holdrege,1,30,30.0,30.0
Holland,1,200,200.0,200.0
Hollis,1,30,30.0,30.0
Hollister,1,200,200.0,200.0
Holly Springs,1,200,200.0,200.0
Hollywood,2,400,200.0,200.0
Holmdel,1,200,200.0,200.0
Holton,1,30,30.0,30.0
Holyoke,2,230,115.0,115.0
Homer,2,230,115.0,115.0
Homerville,1,30,30.0,30.0
Homestead,1,200,200.0,200.0
Hondo,1,30,30.0,30.0
Honesdale,1,200,200.0,200.0
Honokaa,1,30,30.0,30.0
Honolulu,6,1000,166.66666666666666,166.66666666666666
Hood River,1,30,30.0,30.0
Hoopeston,1,30,30.0,30.0
Hope,1,200,200.0,200.0
Hopedale,1,30,30.0,30.0
Hopewell,1,200,200.0,200.0
Hopkinsville,1,200,200.0,200.0
Hornell,1,200,200.0,200.0
Horse Cave,1,30,30.0,30.0
Horton,1,30,30.0,30.0
Hot Springs,5,660,132.0,132.0
Houlton,1,30,30.0,30.0
Houma,3,600,200.0,200.0
Houston,28,5300,189.28571428571428,189.28571428571428
Howell,1,200,200.0,200.0
Hoxie,1,30,30.0,30.0
Hudson,3,430,143.33333333333334,143.33333333333334
Hugo,2,230,115.0,115.0
Hugoton,1,30,30.0,30.0
Humacao,3,600,200.0,200.0
Humble,1,200,200.0,200.0
Humboldt,1,30,30.0,30.0
Huntersville,1,200,200.0,200.0
Huntingdon,2,400,200.0,200.0
Huntington,4,800,200.0,200.0
Huntington Beach,1,200,200.0,200.0
Huntington Park,1,200,200.0,200.0
Huntsville,3,600,200.0,200.0
Huron,1,30,30.0,30.0
Hurst,1,200,200.0,200.0
Hutchinson,3,600,200.0,200.0
Hyannis,1,200,200.0,200.0
Hyden,1,30,30.0,30.0
Ida Grove,1,30,30.0,30.0
Idabel,1,200,200.0,200.0
Idaho Falls,2,400,200.0,200.0
Ilwaco,1,30,30.0,30.0
Imperial,1,30,30.0,30.0
Incline Village,1,30,30.0,30.0
Independence,3,260,86.66666666666667,86.66666666666667
Indiana,1,200,200.0,200.0
Indianapolis,10,2000,200.0,200.0
Indianola,1,200,200.0,200.0
Indio,1,200,200.0,200.0
Inglewood,1,200,200.0,200.0
International Falls,1,30,30.0,30.0
Inverness,1,200,200.0,200.0
Iola,1,30,30.0,30.0
Ionia,1,30,30.0,30.0
Iowa City,2,400,200.0,200.0
Iowa Falls,1,30,30.0,30.0
Iraan,1,30,30.0,30.0
Iron Mountain,1,200,200.0,200.0
Iron River,1,30,30.0,30.0
Ironwood,1,30,30.0,30.0
Irvine,2,230,115.0,115.0
Irving,4,800,200.0,200.0
Ishpeming,1,30,30.0,30.0
Issaquah,1,200,200.0,200.0
Ithaca,1,200,200.0,200.0
Iuka,1,200,200.0,200.0
Jacksboro,1,200,200.0,200.0
Jackson,16,2690,168.125,168.125
Jacksonville,12,2230,185.83333333333334,185.83333333333334
Jacksonville Beach,1,200,200.0,200.0
Jamaica,2,400,200.0,200.0
Jamestown,3,430,143.33333333333334,143.33333333333334
Janesville,2,400,200.0,200.0
Jasper,4,800,200.0,200.0
Jay,1,200,200.0,200.0
Jefferson,2,60,30.0,30.0
Jefferson City,3,600,200.0,200.0
Jefferson Hills,1,200,200.0,200.0
Jeffersonville,1,200,200.0,200.0
Jellico,1,200,200.0,200.0
Jena,1,200,200.0,200.0
Jennings,1,200,200.0,200.0
Jerome,1,30,30.0,30.0
Jersey City,2,400,200.0,200.0
Jersey Shore,1,30,30.0,30.0
Jerseyville,1,200,200.0,200.0
Jesup,1,200,200.0,200.0
Jetmore,1,30,30.0,30.0
John Day,1,30,30.0,30.0
Johns Creek,1,200,200.0,200.0
Johnson,1,30,30.0,30.0
Johnson City,2,400,200.0,200.0
Johnstown,1,200,200.0,200.0
Joliet,1,200,200.0,200.0
Jonesboro,3,430,143.33333333333334,143.33333333333334
Joplin,2,400,200.0,200.0
Jordan,1,30,30.0,30.0
Joshua Tree,1,200,200.0,200.0
Jourdanton,1,200,200.0,200.0
Julesburg,1,30,30.0,30.0
Junction,1,30,30.0,30.0
Junction City,1,200,200.0,200.0
Juneau,1,200,200.0,200.0
Jupiter,1,200,200.0,200.0
Kahuku,1,30,30.0,30.0
Kailua,1,200,200.0,200.0
Kalamazoo,2,400,200.0,200.0
Kalispell,2,400,200.0,200.0
Kalkaska,1,30,30.0,30.0
Kamuela,1,200,200.0,200.0
Kanab,1,30,30.0,30.0
Kane,1,200,200.0,200.0
Kankakee,2,400,200.0,200.0
Kansas City,9,1700,188.88888888888889,188.88888888888889
Kapaa,1,30,30.0,30.0
Kapaau,1,30,30.0,30.0
Kaplan,1,30,30.0,30.0
Katy,1,200,200.0,200.0
Kaufman,1,200,200.0,200.0
Kaunakakai,1,30,30.0,30.0
Kealakekua,1,200,200.0,200.0
Kearney,2,400,200.0,200.0
Keene,1,200,200.0,200.0
Kellogg,1,30,30.0,30.0
Kemmerer,1,30,30.0,30.0
Kenansville,1,200,200.0,200.0
Kendallville,1,200,200.0,200.0
Kenedy,1,30,30.0,30.0
Kenmare,1,30,30.0,30.0
Kenmore,1,200,200.0,200.0
Kenner,1,200,200.0,200.0
Kennett,1,200,200.0,200.0
Kennewick,1,200,200.0,200.0
Kenosha,2,400,200.0,200.0
Kenton,1,30,30.0,30.0
Keokuk,1,200,200.0,200.0
Keosauqua,1,30,30.0,30.0
Kermit,1,30,30.0,30.0
Kerrville,1,200,200.0,200.0
Ketchikan,1,30,30.0,30.0
Ketchum,1,30,30.0,30.0
Kettering,1,200,200.0,200.0
Kewanee,1,30,30.0,30.0
Key West,1,200,200.0,200.0
Keyser,1,30,30.0,30.0
Kilgore,1,200,200.0,200.0
Killeen,1,200,200.0,200.0
Kilmarnock,1,30,30.0,30.0
Kimball,1,30,30.0,30.0
Kinder,1,200,200.0,200.0
King City,1,200,200.0,200.0
Kingfisher,1,30,30.0,30.0
Kingman,2,230,115.0,115.0
Kings Mountain,1,200,200.0,200.0
Kingsport,2,400,200.0,200.0
Kingston,2,400,200.0,200.0
Kingstree,1,30,30.0,30.0
Kingsville,1,200,200.0,200.0
Kingwood,3,430,143.33333333333334,143.33333333333334
Kinsley,1,30,30.0,30.0
Kinston,1,200,200.0,200.0
Kiowa,1,30,30.0,30.0
Kirkland,1,200,200.0,200.0
Kirksville,1,200,200.0,200.0
Kissimmee,2,400,200.0,200.0
Kittanning,1,200,200.0,200.0
Klamath Falls,1,200,200.0,200.0
Knox,1,200,200.0,200.0
Knox City,1,200,200.0,200.0
Knoxville,6,930,155.0,155.0
Kodiak,1,30,30.0,30.0
Kokomo,2,400,200.0,200.0
Kosciusko,1,30,30.0,30.0
Kotzebue,1,30,30.0,30.0
Kremmling,1,30,30.0,30.0
Kula,1,30,30.0,30.0
Kyle,1,200,200.0,200.0
L' Anse,1,30,30.0,30.0
La Crosse,3,430,143.33333333333334,143.33333333333334
La Follette,1,200,200.0,200.0
La Grande,1,30,30.0,30.0
La Grange,3,600,200.0,200.0
La Jara,1,30,30.0,30.0
La Jolla,2,400,200.0,200.0
La Junta,1,200,200.0,200.0
La Mesa,1,200,200.0,200.0
La Palma,1,200,200.0,200.0
La Plata,1,200,200.0,200.0
La Porte,1,200,200.0,200.0
Lacombe,1,200,200.0,200.0
Laconia,1,200,200.0,200.0
Ladysmith,1,30,30.0,30.0
Lafayette,12,2230,185.83333333333334,185.83333333333334
Lagrange,2,230,115.0,115.0
Laguna Hills,1,200,200.0,200.0
Lake Arrowhead,1,30,30.0,30.0
Lake Butler,1,30,30.0,30.0
Lake Charles,3,600,200.0,200.0
Lake City,5,660,132.0,132.0
Lake Forest,1,200,200.0,200.0
Lake Geneva,1,30,30.0,30.0
Lake Havasu City,1,200,200.0,200.0
Lake Isabella,1,30,30.0,30.0
Lake Jackson,1,200,200.0,200.0
Lake Providence,1,200,200.0,200.0
Lake Saint Louis,1,200,200.0,200.0
Lake Village,1,30,30.0,30.0
Lake Wales,1,200,200.0,200.0
Lakeland,2,230,115.0,115.0
Lakeport,1,30,30.0,30.0
Lakeview,2,60,30.0,30.0
Lakeway,1,200,200.0,200.0
Lakewood,5,1000,200.0,200.0
Lakin,1,30,30.0,30.0
Lamar,2,60,30.0,30.0
Lamesa,1,200,200.0,200.0
Lampasas,1,30,30.0,30.0
Lanai City,1,30,30.0,30.0
Lancaster,8,1260,157.5,157.5
Langdon,1,30,30.0,30.0
Langhorne,2,400,200.0,200.0
Lanham,1,200,200.0,200.0
Lansdale,1,200,200.0,200.0
Lansing,2,400,200.0,200.0
Lapeer,1,200,200.0,200.0
Laramie,1,200,200.0,200.0
Laredo,2,400,200.0,200.0
Largo,1,200,200.0,200.0
Larned,1,30,30.0,30.0
Las Cruces,2,400,200.0,200.0
Las Vegas,13,2600,200.0,200.0
Latrobe,1,200,200.0,200.0
Laurel,2,400,200.0,200.0
Laurinburg,1,200,200.0,200.0
Laurium,1,30,30.0,30.0
Laveen,1,200,200.0,200.0
Lavonia,1,200,200.0,200.0
Lawrence,2,400,200.0,200.0
Lawrenceburg,2,400,200.0,200.0
Lawrenceville,2,230,115.0,115.0
Lawton,3,600,200.0,200.0
Layton,1,200,200.0,200.0
Le Mars,1,30,30.0,30.0
Le Sueur,1,30,30.0,30.0
Leadville,1,30,30.0,30.0
Leakesville,1,30,30.0,30.0
Leavenworth,3,430,143.33333333333334,143.33333333333334
Leawood,2,400,200.0,200.0
Lebanon,9,1460,162.22222222222223,162.22222222222223
Lees Summit,2,400,200.0,200.0
Leesburg,2,400,200.0,200.0
Leesville,2,400,200.0,200.0
Lehigh Acres,1,200,200.0,200.0
Lehighton,1,200,200.0,200.0
Leitchfield,1,200,200.0,200.0
Lenexa,1,200,200.0,200.0
Lenoir,1,200,200.0,200.0
Lenoir City,1,200,200.0,200.0
Leominster,1,200,200.0,200.0
Leon,1,30,30.0,30.0
Leonardtown,1,200,200.0,200.0
Leoti,1,30,30.0,30.0
Levelland,1,200,200.0,200.0
Lewes,1,200,200.0,200.0
Lewisburg,2,230,115.0,115.0
Lewiston,4,800,200.0,200.0
Lewistown,2,230,115.0,115.0
Lewisville,1,200,200.0,200.0
Lexington,11,1420,129.0909090909091,129.0909090909091
Libby,1,30,30.0,30.0
Liberal,1,200,200.0,200.0
Liberty,3,260,86.66666666666667,86.66666666666667
Libertyville,1,200,200.0,200.0
Lihue,1,200,200.0,200.0
Lima,3,600,200.0,200.0
Lincoln,7,890,127.14285714285714,127.14285714285714
Lincoln City,1,30,30.0,30.0
Lincolnton,1,200,200.0,200.0
Linden,1,200,200.0,200.0
Lindsay,1,200,200.0,200.0
Lindsborg,1,30,30.0,30.0
Linton,2,60,30.0,30.0
Linville,1,30,30.0,30.0
Lisbon,1,30,30.0,30.0
Litchfield,2,60,30.0,30.0
Lithonia,1,200,200.0,200.0
Lititz,1,200,200.0,200.0
Little Falls,2,60,30.0,30.0
Little Rock,5,900,180.0,180.0
Littlefield,1,200,200.0,200.0
Littleton,2,230,115.0,115.0
Live Oak,1,30,30.0,30.0
Livingston,4,630,157.5,157.5
Livonia,1,200,200.0,200.0
Llano,1,200,200.0,200.0
Lock Haven,1,200,200.0,200.0
Lockney,1,30,30.0,30.0
Lockport,1,200,200.0,200.0
Lodi,2,230,115.0,115.0
Logan,3,430,143.33333333333334,143.33333333333334
Logansport,1,200,200.0,200.0
Loma Linda,2,400,200.0,200.0
Lompoc,1,200,200.0,200.0
London,2,400,200.0,200.0
Lone Pine,1,30,30.0,30.0
Lone Tree,1,200,200.0,200.0
Long Beach,5,900,180.0,180.0
Long Branch,1,200,200.0,200.0
Long Prairie,1,30,30.0,30.0
Longmont,1,200,200.0,200.0
Longview,3,600,200.0,200.0
Lorain,1,200,200.0,200.0
Loris,1,200,200.0,200.0
Los Alamitos,1,200,200.0,200.0
Los Alamos,1,200,200.0,200.0
Los Angeles,20,3800,190.0,190.0
Los Banos,1,200,200.0,200.0
Louisa,1,200,200.0,200.0
Louisiana,1,30,30.0,30.0
Louisville,7,1400,200.0,200.0
Loveland,2,400,200.0,200.0
Lovell,1,30,30.0,30.0
Lovelock,1,30,30.0,30.0
Lovington,1,30,30.0,30.0
Low Moor,1,200,200.0,200.0
Lowell,1,200,200.0,200.0
Lowville,1,30,30.0,30.0
Loxahatchee,1,200,200.0,200.0
Lubbock,5,900,180.0,180.0
Lucedale,1,200,200.0,200.0
Ludington,1,200,200.0,200.0
Lufkin,2,400,200.0,200.0
Luling,2,230,115.0,115.0
Lumberton,1,200,200.0,200.0
Luray,1,30,30.0,30.0
Lusk,1,30,30.0,30.0
Lutcher,1,30,30.0,30.0
Luverne,2,230,115.0,115.0
Lynch,1,30,30.0,30.0
Lynchburg,1,200,200.0,200.0
Lynwood,1,200,200.0,200.0
Lyons,1,30,30.0,30.0
Macclenny,1,200,200.0,200.0
Machias,1,30,30.0,30.0
Macomb,1,200,200.0,200.0
Macon,5,660,132.0,132.0
Madelia,1,30,30.0,30.0
Madera,2,300,150.0,150.0
Madill,1,30,30.0,30.0
Madison,9,950,105.55555555555556,105.55555555555556
Madisonville,2,230,115.0,115.0
